(0.0|0.0)
(6.161429451632779E-4|0.21888142615027306)
(0.0012322858903265558|0.21812817776661855)
(0.0024645717806531116|0.22013684012303056)
(0.0030807147258163892|0.22019961082166845)
(0.004313000616142945|0.22019961082166845)
(0.005545286506469501|0.21856757265708368)
(0.0061614294516327784|0.21863034335572154)
(0.0073937153419593345|0.2187558847529973)
(0.008009858287122612|0.21888142615027306)
(0.009242144177449169|0.2190069675475488)
(0.009858287122612447|0.21906973824618667)
(0.011090573012939002|0.22509572531542277)
(0.01170671595810228|0.22459355972631975)
(0.012939001848428836|0.22465633042495764)
(0.014171287738755391|0.22465633042495764)
(0.015403573629081947|0.22666499278136965)
(0.016019716574245224|0.22867365513778168)
(0.01725200246457178|0.22867365513778168)
(0.017868145409735057|0.2306823174941937)
(0.019100431300061615|0.23526457849475865)
(0.019716574245224893|0.2333186868369845)
(0.02033271719038817|0.2353273491933965)
(0.021565003080714726|0.2372104701525328)
(0.022181146025878003|0.2353901198920344)
(0.02341343191620456|0.23739878224844643)
(0.024645717806531114|0.2356412026865859)
(0.025878003696857672|0.2356412026865859)
(0.02649414664202095|0.2356412026865859)
(0.027110289587184228|0.2356412026865859)
(0.028342575477510783|0.2356412026865859)
(0.029574861367837338|0.23764986504299793)
(0.030807147258163893|0.23764986504299793)
(0.03203943314849045|0.23764986504299793)
(0.03265557609365373|0.24041177578306447)
(0.033887861983980284|0.24041177578306447)
(0.03512014787430684|0.2584897369907727)
(0.035736290819470114|0.2604983993471847)
(0.036968576709796676|0.2625070617035968)
(0.03820086260012323|0.2625070617035968)
(0.038817005545286505|0.2966543217626012)
(0.04004929143561306|0.29577553198167095)
(0.041281577325939615|0.297784194338083)
(0.041897720271102896|0.297784194338083)
(0.04251386321626617|0.296277697570774)
(0.04374614910659273|0.296277697570774)
(0.04436229205175601|0.296277697570774)
(0.04559457794208256|0.296277697570774)
(0.04682686383240912|0.296277697570774)
(0.0474430067775724|0.29445734731027556)
(0.04805914972273567|0.29445734731027556)
(0.04929143561306223|0.29646600966668757)
(0.04990757855822551|0.29646600966668757)
(0.051139864448552064|0.29646600966668757)
(0.051756007393715345|0.29847467202309963)
(0.05237215033887862|0.2965287803653255)
(0.053604436229205174|0.2965287803653255)
(0.054220579174368455|0.2965287803653255)
(0.05483672211953173|0.2985374427217375)
(0.056069008009858284|0.2985374427217375)
(0.056685150955021565|0.2967170924612391)
(0.05791743684534812|0.2987257548176511)
(0.0585335797905114|0.2987257548176511)
(0.05976586568083796|0.2987257548176511)
(0.06038200862600123|0.2987257548176511)
(0.06099815157116451|0.2951478249952922)
(0.06223043746149107|0.29715648735170425)
(0.06346272335181762|0.29715648735170425)
(0.06469500924214418|0.29715648735170425)
(0.06531115218730746|0.29715648735170425)
(0.06592729513247074|0.29715648735170425)
(0.066543438077634|0.29715648735170425)
(0.06777572396796057|0.29715648735170425)
(0.06839186691312385|0.2954616784884816)
(0.06900800985828712|0.2954616784884816)
(0.07024029574861368|0.2974703408448936)
(0.07147258163894023|0.29552444918711945)
(0.07208872458410351|0.29753311154353146)
(0.07332101047443007|0.2995417738999435)
(0.07393715341959335|0.2995417738999435)
(0.07455329636475662|0.2995417738999435)
(0.07578558225508318|0.2996045445985814)
(0.07640172520024646|0.2996045445985814)
(0.07701786814540973|0.2996045445985814)
(0.07825015403573629|0.2996045445985814)
(0.07886629698089957|0.2996045445985814)
(0.08009858287122612|0.297784194338083)
(0.08133086876155268|0.297784194338083)
(0.08194701170671596|0.299792856694495)
(0.08256315465187923|0.299792856694495)
(0.08379544054220579|0.2979725064339966)
(0.08441158348736907|0.29608938547486036)
(0.08564386937769562|0.29809804783127236)
(0.0862600123228589|0.29809804783127236)
(0.08749229821318547|0.29809804783127236)
(0.08872458410351201|0.30010671018768437)
(0.0893407270486753|0.30010671018768437)
(0.09057301293900184|0.30010671018768437)
(0.0918052988293284|0.30010671018768437)
(0.09303758471965495|0.30010671018768437)
(0.09365372766481823|0.30010671018768437)
(0.0948860135551448|0.30010671018768437)
(0.09550215650030808|0.30010671018768437)
