(0.0|0.8598484848484849)
(0.0012330456226880395|0.8598484848484849)
(0.0018495684340320592|0.8598484848484849)
(0.0030826140567200987|0.8598484848484849)
(0.0036991368680641184|0.8598484848484849)
(0.004932182490752158|0.8598484848484849)
(0.005548705302096177|0.8598484848484849)
(0.006165228113440197|0.8598484848484849)
(0.007398273736128237|0.8598484848484849)
(0.008631319358816275|0.8598484848484849)
(0.009247842170160296|0.8598484848484849)
(0.010480887792848335|0.8598484848484849)
(0.011097410604192354|0.8598484848484849)
(0.012330456226880395|0.8598484848484849)
(0.013563501849568433|0.8598484848484849)
(0.014796547472256474|0.8598484848484849)
(0.015413070283600493|0.8598484848484849)
(0.016646115906288533|0.8598484848484849)
(0.017879161528976572|0.8598484848484849)
(0.018495684340320593|0.8598484848484849)
(0.01911220715166461|0.8598484848484849)
(0.020345252774352653|0.8598484848484849)
(0.02157829839704069|0.8598484848484849)
(0.02219482120838471|0.8598484848484849)
(0.02342786683107275|0.8598484848484849)
(0.02404438964241677|0.8598484848484849)
(0.02466091245376079|0.8598484848484849)
(0.025893958076448828|0.8598484848484849)
(0.027127003699136867|0.8598484848484849)
(0.02836004932182491|0.9810606060606061)
(0.028976572133168926|0.9810606060606061)
(0.029593094944512947|0.875)
(0.030826140567200986|0.875)
(0.031442663378545004|0.875)
(0.032675709001233046|0.875)
(0.03390875462392109|0.875)
(0.0345252774352651|0.875)
(0.035758323057953144|0.875)
(0.036991368680641186|0.875)
(0.0376078914919852|0.875)
(0.03884093711467324|0.875)
(0.040073982737361284|0.875)
(0.040690505548705305|0.875)
(0.04192355117139334|0.875)
(0.04254007398273736|0.875)
(0.043773119605425403|0.875)
(0.04438964241676942|0.875)
(0.04500616522811344|0.875)
(0.04562268803945746|0.875)
(0.0468557336621455|0.875)
(0.04808877928483354|0.875)
(0.04870530209617756|0.875)
(0.0499383477188656|0.875)
(0.051171393341553635|0.875)
(0.05240443896424168|0.875)
(0.0530209617755857|0.875)
(0.05425400739827373|0.875)
(0.054870530209617754|0.875)
(0.056103575832305796|0.875)
(0.05672009864364982|0.875)
(0.05795314426633785|0.875)
(0.059186189889025895|0.875)
(0.059802712700369916|0.875)
(0.06103575832305795|0.875)
(0.06165228113440197|0.875)
(0.06288532675709001|0.875)
(0.06411837237977805|0.875)
(0.06473489519112208|0.875)
(0.0659679408138101|0.875)
(0.06720098643649815|0.875)
(0.06843403205918619|0.875)
(0.0690505548705302|0.875)
(0.07028360049321825|0.875)
(0.07090012330456227|0.875)
(0.0721331689272503|0.875)
(0.07274969173859433|0.875)
(0.07398273736128237|0.875)
(0.07459926017262639|0.875)
(0.0752157829839704|0.875)
(0.07644882860665844|0.875)
(0.07768187422934648|0.875)
(0.07829839704069051|0.875)
(0.07891491985203453|0.875)
(0.08014796547472257|0.875)
(0.08076448828606658|0.875)
(0.08199753390875462|0.875)
(0.08323057953144267|0.875)
(0.08446362515413071|0.875)
(0.08508014796547472|0.875)
(0.08631319358816276|0.875)
(0.08754623921085081|0.875)
(0.08816276202219482|0.875)
(0.08877928483353884|0.875)
(0.08939580764488286|0.875)
(0.0906288532675709|0.875)
(0.09124537607891492|0.875)
(0.09247842170160296|0.875)
(0.09309494451294698|0.875)
(0.093711467324291|0.875)
(0.09494451294697903|0.875)
(0.09556103575832306|0.875)
(0.09617755856966707|0.875)
(0.0967940813810111|0.875)
(0.09802712700369914|0.875)
(0.09864364981504316|0.875)
(0.09926017262638717|0.875)
(0.0998766954377312|0.875)
(0.10110974106041924|0.875)
(0.10172626387176326|0.875)
(0.1029593094944513|0.875)
(0.10419235511713934|0.875)
(0.10480887792848335|0.875)
(0.1060419235511714|0.875)
(0.10665844636251541|0.875)
(0.10727496917385944|0.875)
(0.10850801479654747|0.875)
(0.1091245376078915|0.875)
(0.10974106041923551|0.875)
(0.11097410604192355|0.875)
(0.11159062885326756|0.875)
(0.11282367447595561|0.875)
(0.11405672009864365|0.875)
(0.11467324290998766|0.875)
(0.1159062885326757|0.875)
(0.11652281134401973|0.875)
(0.11775585696670776|0.875)
(0.11837237977805179|0.875)
(0.11960542540073983|0.875)
(0.12022194821208385|0.875)
(0.12145499383477189|0.875)
(0.1220715166461159|0.875)
(0.12330456226880394|0.875)
(0.12392108508014797|0.875)
(0.12515413070283601|0.875)
(0.12577065351418001|0.875)
(0.12700369913686807|0.875)
(0.12762022194821207|0.875)
(0.12885326757090013|0.875)
(0.12946979038224415|0.875)
(0.13008631319358815|0.875)
